,Area.of.residence,variable,value
663,E02003706,Area.of.workplace,E02000001
664,E02004831,Area.of.workplace,E02000001
665,E02000518,Area.of.workplace,E02000001
666,E02002614,Area.of.workplace,E02000001
667,E02002770,Area.of.workplace,E02000001
668,E02005048,Area.of.workplace,E02000001
669,E02003707,Area.of.workplace,E02000001
670,E02006660,Area.of.workplace,E02000001
671,E02000857,Area.of.workplace,E02000001
672,E02000278,Area.of.workplace,E02000001
673,E02006676,Area.of.workplace,E02000001
674,E02004935,Area.of.workplace,E02000001
675,E02000032,Area.of.workplace,E02000001
676,E02001386,Area.of.workplace,E02000001
677,E02005699,Area.of.workplace,E02000001
678,E02004496,Area.of.workplace,E02000001
679,E02000195,Area.of.workplace,E02000001
680,E02004587,Area.of.workplace,E02000001
681,E02006529,Area.of.workplace,E02000001
682,E02004833,Area.of.workplace,E02000001
683,E02003529,Area.of.workplace,E02000001
684,E02001673,Area.of.workplace,E02000001
685,E02000277,Area.of.workplace,E02000001
686,E02000391,Area.of.workplace,E02000001
687,E02006135,Area.of.workplace,E02000001
688,E02004567,Area.of.workplace,E02000001
689,E02005998,Area.of.workplace,E02000001
690,E02005828,Area.of.workplace,E02000001
691,E02001609,Area.of.workplace,E02000001
692,E02006473,Area.of.workplace,E02000001
693,E02000668,Area.of.workplace,E02000001
694,E02005985,Area.of.workplace,E02000001
695,E02005391,Area.of.workplace,E02000001
696,E02004369,Area.of.workplace,E02000001
697,E02003250,Area.of.workplace,E02000001
698,E02004570,Area.of.workplace,E02000001
699,E02005932,Area.of.workplace,E02000001
700,E02005180,Area.of.workplace,E02000001
701,E02002469,Area.of.workplace,E02000001
702,E02006456,Area.of.workplace,E02000001
703,E02006824,Area.of.workplace,E02000001
704,E02006488,Area.of.workplace,E02000001
705,E02002779,Area.of.workplace,E02000001
706,E02000721,Area.of.workplace,E02000001
707,E02004309,Area.of.workplace,E02000001
708,W02000384,Area.of.workplace,E02000001
709,E02001837,Area.of.workplace,E02000001
710,E02002466,Area.of.workplace,E02000001
711,E02005186,Area.of.workplace,E02000001
712,E02006591,Area.of.workplace,E02000001
713,E02006545,Area.of.workplace,E02000001
714,E02005698,Area.of.workplace,E02000001
715,E02005518,Area.of.workplace,E02000001
716,E02005023,Area.of.workplace,E02000001
717,E02000494,Area.of.workplace,E02000001
718,E02004962,Area.of.workplace,E02000001
719,E02000540,Area.of.workplace,E02000001
720,E02002720,Area.of.workplace,E02000001
721,E02005620,Area.of.workplace,E02000001
722,E02001142,Area.of.workplace,E02000001
723,E02004830,Area.of.workplace,E02000001
724,E02003803,Area.of.workplace,E02000001
725,E02001317,Area.of.workplace,E02000001
726,E02005150,Area.of.workplace,E02000001
727,E02001924,Area.of.workplace,E02000001
728,E02006693,Area.of.workplace,E02000001
729,E02005063,Area.of.workplace,E02000001
730,E02003977,Area.of.workplace,E02000001
731,E02004719,Area.of.workplace,E02000001
732,E02006101,Area.of.workplace,E02000001
733,E02003068,Area.of.workplace,E02000001
734,E02004554,Area.of.workplace,E02000001
735,E02000348,Area.of.workplace,E02000001
736,E02003785,Area.of.workplace,E02000001
737,E02005153,Area.of.workplace,E02000001
738,E02000089,Area.of.workplace,E02000001
739,E02003685,Area.of.workplace,E02000001
740,E02002839,Area.of.workplace,E02000001
741,E02005498,Area.of.workplace,E02000001
742,E02004451,Area.of.workplace,E02000001
743,E02006784,Area.of.workplace,E02000001
744,E02004917,Area.of.workplace,E02000001
745,W02000376,Area.of.workplace,E02000001
746,E02006527,Area.of.workplace,E02000001
747,E02002741,Area.of.workplace,E02000001
748,E02001815,Area.of.workplace,E02000001
749,W02000288,Area.of.workplace,E02000001
750,E02001934,Area.of.workplace,E02000001
751,E02003252,Area.of.workplace,E02000001
752,W02000230,Area.of.workplace,E02000001
753,E02001703,Area.of.workplace,E02000001
754,E02001492,Area.of.workplace,E02000001
755,E02000934,Area.of.workplace,E02000001
756,E02000467,Area.of.workplace,E02000001
757,E02001382,Area.of.workplace,E02000001
758,E02004187,Area.of.workplace,E02000001
759,E02000537,Area.of.workplace,E02000001
760,E02004894,Area.of.workplace,E02000001
761,E02003267,Area.of.workplace,E02000001
762,E02005284,Area.of.workplace,E02000001
763,E02000358,Area.of.workplace,E02000001
764,E02002195,Area.of.workplace,E02000001
765,E02002559,Area.of.workplace,E02000001
766,E02006455,Area.of.workplace,E02000001
767,E02001899,Area.of.workplace,E02000001
768,E02001378,Area.of.workplace,E02000001
769,E02001381,Area.of.workplace,E02000001
770,E02003935,Area.of.workplace,E02000001
771,E02001018,Area.of.workplace,E02000001
772,E02006504,Area.of.workplace,E02000001
773,E02004656,Area.of.workplace,E02000001
774,E02003393,Area.of.workplace,E02000001
775,E02005140,Area.of.workplace,E02000001
776,E02001571,Area.of.workplace,E02000001
777,E02000010,Area.of.workplace,E02000001
778,E02004532,Area.of.workplace,E02000001
779,E02005543,Area.of.workplace,E02000001
780,E02002539,Area.of.workplace,E02000001
781,E02002849,Area.of.workplace,E02000001
782,E02000433,Area.of.workplace,E02000001
783,E02004796,Area.of.workplace,E02000001
784,W02000096,Area.of.workplace,E02000001
785,E02004876,Area.of.workplace,E02000001
786,E02005959,Area.of.workplace,E02000001
787,E02005423,Area.of.workplace,E02000001
788,E02004227,Area.of.workplace,E02000001
789,E02004619,Area.of.workplace,E02000001
790,E02003241,Area.of.workplace,E02000001
791,E02002786,Area.of.workplace,E02000001
792,E02006333,Area.of.workplace,E02000001
793,E02005174,Area.of.workplace,E02000001
794,E02003669,Area.of.workplace,E02000001
795,E02004396,Area.of.workplace,E02000001
796,E02005619,Area.of.workplace,E02000001
797,E02006599,Area.of.workplace,E02000001
798,E02001281,Area.of.workplace,E02000001
799,E02006882,Area.of.workplace,E02000001
800,E02004555,Area.of.workplace,E02000001
801,E02006066,Area.of.workplace,E02000001
802,E02003845,Area.of.workplace,E02000001
803,W02000281,Area.of.workplace,E02000001
804,E02004217,Area.of.workplace,E02000001
805,E02000093,Area.of.workplace,E02000001
806,E02005000,Area.of.workplace,E02000001
807,E02003462,Area.of.workplace,E02000001
808,E02000128,Area.of.workplace,E02000001
809,E02003509,Area.of.workplace,E02000001
810,E02003120,Area.of.workplace,E02000001
811,E02006813,Area.of.workplace,E02000001
812,E02006399,Area.of.workplace,E02000001
813,E02004990,Area.of.workplace,E02000001
814,E02000426,Area.of.workplace,E02000001
815,E02005523,Area.of.workplace,E02000001
816,E02004806,Area.of.workplace,E02000001
817,E02004996,Area.of.workplace,E02000001
818,W02000357,Area.of.workplace,E02000001
819,E02004772,Area.of.workplace,E02000001
820,E02001068,Area.of.workplace,E02000001
821,E02004975,Area.of.workplace,E02000001
822,E02004883,Area.of.workplace,E02000001
823,E02005054,Area.of.workplace,E02000001
824,E02006427,Area.of.workplace,E02000001
825,E02003562,Area.of.workplace,E02000001
826,E02004435,Area.of.workplace,E02000001
827,E02001895,Area.of.workplace,E02000001
828,E02003391,Area.of.workplace,E02000001
829,E02001259,Area.of.workplace,E02000001
830,E02005677,Area.of.workplace,E02000001
831,E02004520,Area.of.workplace,E02000001
832,E02005079,Area.of.workplace,E02000001
833,E02003619,Area.of.workplace,E02000001
834,E02001992,Area.of.workplace,E02000001
835,E02003413,Area.of.workplace,E02000001
836,E02006286,Area.of.workplace,E02000001
837,E02002902,Area.of.workplace,E02000001
838,E02004875,Area.of.workplace,E02000001
839,E02006006,Area.of.workplace,E02000001
840,E02000499,Area.of.workplace,E02000001
841,E02004895,Area.of.workplace,E02000001
842,E02006091,Area.of.workplace,E02000001
843,E02006419,Area.of.workplace,E02000001
844,E02004375,Area.of.workplace,E02000001
845,E02006329,Area.of.workplace,E02000001
846,E02000680,Area.of.workplace,E02000001
847,E02005010,Area.of.workplace,E02000001
848,E02000025,Area.of.workplace,E02000001
849,E02001476,Area.of.workplace,E02000001
850,E02001900,Area.of.workplace,E02000001
851,E02006706,Area.of.workplace,E02000001
852,E02003463,Area.of.workplace,E02000001
853,E02006754,Area.of.workplace,E02000001
854,E02000048,Area.of.workplace,E02000001
855,E02001473,Area.of.workplace,E02000001
856,E02004559,Area.of.workplace,E02000001
857,E02000519,Area.of.workplace,E02000001
858,E02006864,Area.of.workplace,E02000001
859,E02004858,Area.of.workplace,E02000001
860,E02003897,Area.of.workplace,E02000001
861,E02001188,Area.of.workplace,E02000001
862,W02000131,Area.of.workplace,E02000001
863,E02005818,Area.of.workplace,E02000001
864,E02006067,Area.of.workplace,E02000001
865,E02005721,Area.of.workplace,E02000001
866,E02004455,Area.of.workplace,E02000001
867,E02005978,Area.of.workplace,E02000001
868,E02005430,Area.of.workplace,E02000001
869,E02006499,Area.of.workplace,E02000001
870,E02004228,Area.of.workplace,E02000001
871,E02005644,Area.of.workplace,E02000001
872,E02005760,Area.of.workplace,E02000001
873,E02001817,Area.of.workplace,E02000001
874,E02001939,Area.of.workplace,E02000001
875,E02003410,Area.of.workplace,E02000001
876,E02004642,Area.of.workplace,E02000001
877,E02002851,Area.of.workplace,E02000001
878,E02005500,Area.of.workplace,E02000001
879,E02002992,Area.of.workplace,E02000001
880,E02002140,Area.of.workplace,E02000001
881,E02005541,Area.of.workplace,E02000001
882,E02004721,Area.of.workplace,E02000001
883,E02006854,Area.of.workplace,E02000001
884,E02000663,Area.of.workplace,E02000001
885,E02000230,Area.of.workplace,E02000001
886,E02004968,Area.of.workplace,E02000001
887,E02004388,Area.of.workplace,E02000001
888,E02002098,Area.of.workplace,E02000001
889,E02000764,Area.of.workplace,E02000001
890,E02005840,Area.of.workplace,E02000001
891,E02000022,Area.of.workplace,E02000001
892,E02004984,Area.of.workplace,E02000001
893,E02001726,Area.of.workplace,E02000001
894,E02000170,Area.of.workplace,E02000001
895,E02000323,Area.of.workplace,E02000001
896,E02004328,Area.of.workplace,E02000001
897,E02001330,Area.of.workplace,E02000001
898,E02002809,Area.of.workplace,E02000001
899,E02000465,Area.of.workplace,E02000001
900,E02006565,Area.of.workplace,E02000001
901,E02003511,Area.of.workplace,E02000001
902,E02004147,Area.of.workplace,E02000001
903,E02004013,Area.of.workplace,E02000001
904,E02003379,Area.of.workplace,E02000001
905,E02004294,Area.of.workplace,E02000001
906,E02000940,Area.of.workplace,E02000001
907,E02000385,Area.of.workplace,E02000001
908,E02004660,Area.of.workplace,E02000001
909,E02003458,Area.of.workplace,E02000001
910,E02000648,Area.of.workplace,E02000001
911,E02006431,Area.of.workplace,E02000001
912,E02003395,Area.of.workplace,E02000001
913,E02005465,Area.of.workplace,E02000001
914,E02002934,Area.of.workplace,E02000001
915,E02003074,Area.of.workplace,E02000001
916,E02001983,Area.of.workplace,E02000001
917,E02000699,Area.of.workplace,E02000001
918,E02006818,Area.of.workplace,E02000001
919,E02002546,Area.of.workplace,E02000001
920,E02006014,Area.of.workplace,E02000001
921,E02005278,Area.of.workplace,E02000001
922,E02000074,Area.of.workplace,E02000001
923,E02002553,Area.of.workplace,E02000001
924,E02005096,Area.of.workplace,E02000001
925,E02002282,Area.of.workplace,E02000001
926,E02003469,Area.of.workplace,E02000001
927,E02004929,Area.of.workplace,E02000001
928,E02004308,Area.of.workplace,E02000001
929,E02004386,Area.of.workplace,E02000001
930,E02000879,Area.of.workplace,E02000001
931,E02004329,Area.of.workplace,E02000001
932,E02001425,Area.of.workplace,E02000001
933,E02006535,Area.of.workplace,E02000001
934,E02000727,Area.of.workplace,E02000001
935,E02004769,Area.of.workplace,E02000001
936,E02006494,Area.of.workplace,E02000001
937,E02002971,Area.of.workplace,E02000001
938,E02006890,Area.of.workplace,E02000001
939,E02000079,Area.of.workplace,E02000001
940,W02000344,Area.of.workplace,E02000001
941,E02000167,Area.of.workplace,E02000001
942,E02002893,Area.of.workplace,E02000001
943,E02004393,Area.of.workplace,E02000001
944,E02004371,Area.of.workplace,E02000001
945,E02001055,Area.of.workplace,E02000001
946,E02004562,Area.of.workplace,E02000001
947,E02004853,Area.of.workplace,E02000001
948,E02003856,Area.of.workplace,E02000001
949,E02003186,Area.of.workplace,E02000001
950,E02000469,Area.of.workplace,E02000001
951,E02004171,Area.of.workplace,E02000001
952,E02006267,Area.of.workplace,E02000001
953,E02003457,Area.of.workplace,E02000001
954,E02002603,Area.of.workplace,E02000001
955,E02002984,Area.of.workplace,E02000001
956,E02000425,Area.of.workplace,E02000001
957,E02000891,Area.of.workplace,E02000001
958,E02003981,Area.of.workplace,E02000001
959,E02006118,Area.of.workplace,E02000001
960,E02004039,Area.of.workplace,E02000001
961,E02001339,Area.of.workplace,E02000001
962,E02005928,Area.of.workplace,E02000001
963,E02000269,Area.of.workplace,E02000001
964,E02004266,Area.of.workplace,E02000001
965,E02004818,Area.of.workplace,E02000001
966,E02000626,Area.of.workplace,E02000001
967,E02005961,Area.of.workplace,E02000001
968,E02005460,Area.of.workplace,E02000001
969,E02006511,Area.of.workplace,E02000001
970,E02003399,Area.of.workplace,E02000001
971,E02004184,Area.of.workplace,E02000001
972,E02002769,Area.of.workplace,E02000001
973,E02000346,Area.of.workplace,E02000001
974,E02004631,Area.of.workplace,E02000001
975,E02001383,Area.of.workplace,E02000001
976,E02004682,Area.of.workplace,E02000001
977,E02006928,Area.of.workplace,E02000001
978,E02001881,Area.of.workplace,E02000001
979,E02000613,Area.of.workplace,E02000001
980,E02006291,Area.of.workplace,E02000001
981,W02000211,Area.of.workplace,E02000001
982,E02004804,Area.of.workplace,E02000001
983,E02003031,Area.of.workplace,E02000001
984,E02001969,Area.of.workplace,E02000001
985,E02002266,Area.of.workplace,E02000001
986,E02001373,Area.of.workplace,E02000001
987,E02005613,Area.of.workplace,E02000001
988,E02000088,Area.of.workplace,E02000001
989,E02001552,Area.of.workplace,E02000001
990,E02004997,Area.of.workplace,E02000001
991,E02006685,Area.of.workplace,E02000001
992,E02001450,Area.of.workplace,E02000001
993,E02004397,Area.of.workplace,E02000001
994,E02001713,Area.of.workplace,E02000001
995,E02005697,Area.of.workplace,E02000001
996,E02002703,Area.of.workplace,E02000001
997,E02004475,Area.of.workplace,E02000001
998,E02001293,Area.of.workplace,E02000001
999,E02003767,Area.of.workplace,E02000001
1000,E02004248,Area.of.workplace,E02000001
1001,E02004840,Area.of.workplace,E02000001
1002,E02000376,Area.of.workplace,E02000001
1003,E02003640,Area.of.workplace,E02000001
1004,E02003205,Area.of.workplace,E02000001
1005,E02005580,Area.of.workplace,E02000001
1006,E02000863,Area.of.workplace,E02000001
1007,E02000949,Area.of.workplace,E02000001
1008,E02005165,Area.of.workplace,E02000001
1009,W02000415,Area.of.workplace,E02000001
1010,E02005354,Area.of.workplace,E02000001
1011,E02004404,Area.of.workplace,E02000001
1012,E02005091,Area.of.workplace,E02000001
1013,E02003893,Area.of.workplace,E02000001
1014,E02000930,Area.of.workplace,E02000001
1015,E02002784,Area.of.workplace,E02000001
1016,W02000236,Area.of.workplace,E02000001
1017,E02002724,Area.of.workplace,E02000001
1018,E02004419,Area.of.workplace,E02000001
1019,E02004009,Area.of.workplace,E02000001
1020,E02003611,Area.of.workplace,E02000001
1021,E02005168,Area.of.workplace,E02000001
1022,E02006732,Area.of.workplace,E02000001
1023,E02006889,Area.of.workplace,E02000001
1024,E02005557,Area.of.workplace,E02000001
1025,E02003622,Area.of.workplace,E02000001
1026,E02000916,Area.of.workplace,E02000001
1027,E02006037,Area.of.workplace,E02000001
1028,E02000690,Area.of.workplace,E02000001
1029,E02001925,Area.of.workplace,E02000001
1030,E02002705,Area.of.workplace,E02000001
1031,E02006398,Area.of.workplace,E02000001
1032,E02002894,Area.of.workplace,E02000001
1033,E02003140,Area.of.workplace,E02000001
1034,E02002692,Area.of.workplace,E02000001
1035,E02000617,Area.of.workplace,E02000001
1036,E02000888,Area.of.workplace,E02000001
1037,E02000570,Area.of.workplace,E02000001
1038,E02001467,Area.of.workplace,E02000001
1039,E02003356,Area.of.workplace,E02000001
1040,E02004153,Area.of.workplace,E02000001
1041,E02000909,Area.of.workplace,E02000001
1042,E02006167,Area.of.workplace,E02000001
1043,E02004287,Area.of.workplace,E02000001
1044,E02000289,Area.of.workplace,E02000001
1045,E02000718,Area.of.workplace,E02000001
1046,E02003298,Area.of.workplace,E02000001
1047,E02000720,Area.of.workplace,E02000001
1048,E02000977,Area.of.workplace,E02000001
1049,E02005328,Area.of.workplace,E02000001
1050,E02003293,Area.of.workplace,E02000001
1051,E02003623,Area.of.workplace,E02000001
1052,E02006005,Area.of.workplace,E02000001
1053,E02003694,Area.of.workplace,E02000001
1054,E02000783,Area.of.workplace,E02000001
1055,E02005370,Area.of.workplace,E02000001
1056,E02002271,Area.of.workplace,E02000001
1057,E02000037,Area.of.workplace,E02000001
1058,E02001807,Area.of.workplace,E02000001
1059,E02001857,Area.of.workplace,E02000001
1060,E02006212,Area.of.workplace,E02000001
1061,E02004810,Area.of.workplace,E02000001
1062,E02003155,Area.of.workplace,E02000001
1063,E02002916,Area.of.workplace,E02000001
1064,E02001048,Area.of.workplace,E02000001
1065,E02003077,Area.of.workplace,E02000001
1066,E02003796,Area.of.workplace,E02000001
1067,E02003609,Area.of.workplace,E02000001
1068,E02001612,Area.of.workplace,E02000001
1069,E02006860,Area.of.workplace,E02000001
1070,E02000312,Area.of.workplace,E02000001
1071,E02004531,Area.of.workplace,E02000001
