,MSOA code,Net annual income (£),Sex: All persons; Economic Activity: Economically active: Unemployed; measures: Value,Pop_Per_Hectare,percent_at_or_above_qual_level_4
567,E02004016,32200.0,2.5,1.0,30.4
568,E02004017,32800.0,2.2,1.9,30.1
569,E02004018,28400.0,3.2,29.8,30.2
570,E02004019,34300.0,1.5,0.4,30.3
571,E02004020,32300.0,1.6,22.9,28.8
572,E02004021,34600.0,1.6,0.2,38.0
573,E02004022,36600.0,2.0,0.2,38.7
574,E02004023,27500.0,1.3,0.2,34.8
575,E02004024,41400.0,1.3,0.6,41.5
576,E02004025,32500.0,1.4,1.9,35.1
577,E02004026,30200.0,3.6,10.2,29.4
578,E02004027,31400.0,1.7,1.5,35.2
579,E02004028,35100.0,2.1,1.9,34.2
580,E02000984,43500.0,2.1,9.6,39.4
581,E02000985,35400.0,2.2,19.8,35.9
582,E02000986,31500.0,2.9,44.5,30.2
583,E02000987,27700.0,4.5,45.5,22.6
584,E02000988,27200.0,5.2,44.9,19.0
585,E02000989,33300.0,2.4,9.7,30.5
586,E02000990,33100.0,3.1,8.4,32.0
587,E02000991,32000.0,3.6,10.9,25.2
588,E02000992,31800.0,2.5,6.7,27.3
589,E02000993,23700.0,7.7,44.1,13.9
590,E02000994,24800.0,6.9,73.4,12.4
591,E02000995,33300.0,4.9,14.1,29.8
592,E02000996,25200.0,8.5,48.7,11.5
593,E02000997,31500.0,3.4,5.9,31.5
594,E02000998,25600.0,7.6,74.5,17.8
595,E02000999,24500.0,7.1,24.6,14.1
596,E02001000,26400.0,6.1,44.2,16.0
597,E02001001,30900.0,4.8,44.4,31.8
598,E02001002,30200.0,5.3,25.0,16.7
599,E02001003,35900.0,2.6,18.7,41.2
600,E02001004,24200.0,7.6,90.0,14.2
601,E02001005,27000.0,7.8,34.5,17.8
602,E02001006,27700.0,5.7,93.9,15.6
603,E02001007,27500.0,3.4,33.9,17.1
604,E02001008,23700.0,6.9,68.6,12.1
605,E02001009,25100.0,5.5,11.2,15.8
606,E02001010,26200.0,7.3,25.6,14.5
607,E02001011,34500.0,2.3,19.5,32.0
608,E02001012,27500.0,4.8,47.9,16.3
609,E02001013,34600.0,3.0,10.8,30.7
610,E02001014,27500.0,4.6,11.2,19.8
611,E02001015,25300.0,6.1,41.3,13.3
612,E02001016,25000.0,8.2,48.1,11.9
613,E02001017,30800.0,4.5,16.6,18.6
614,E02001018,35000.0,3.2,16.2,27.6
615,E02001019,32500.0,3.5,7.9,33.0
616,E02001020,35300.0,2.2,26.3,38.6
617,E02001021,37400.0,2.3,6.2,38.2
618,E02001022,29400.0,3.9,15.5,24.0
619,E02001023,36000.0,4.2,24.3,29.3
620,E02001024,32500.0,2.8,34.5,26.9
621,E02001025,24900.0,7.4,18.3,15.0
622,E02001026,26000.0,7.6,44.9,14.5
623,E02001027,28800.0,4.4,40.5,20.5
624,E02001028,35000.0,2.2,24.9,31.6
625,E02001029,25300.0,5.5,36.3,18.7
626,E02001030,32500.0,2.5,8.8,27.4
627,E02001031,29800.0,3.8,12.3,22.9
628,E02001032,28800.0,3.5,24.5,18.5
629,E02001033,30900.0,5.8,22.1,16.5
630,E02001034,24300.0,6.8,47.9,13.0
631,E02001035,34600.0,2.8,12.7,28.7
632,E02001036,33000.0,5.6,15.9,22.5
633,E02001037,33100.0,2.7,12.7,35.2
634,E02001038,28600.0,4.5,29.0,25.1
635,E02001039,28200.0,5.8,51.3,17.6
636,E02001040,31700.0,3.1,14.9,28.6
637,E02001041,32900.0,4.9,64.1,28.0
638,E02001042,30100.0,4.6,43.6,35.0
639,E02001043,30600.0,4.7,15.6,29.0
640,E02001044,34100.0,3.4,73.4,31.4
641,E02001045,25500.0,7.0,34.2,12.1
642,E02001046,28500.0,7.1,41.9,16.1
643,E02001047,27300.0,6.2,42.7,15.8
644,E02001048,28500.0,6.1,18.6,24.3
645,E02001049,29400.0,5.6,45.3,16.7
646,E02001050,26400.0,6.5,50.2,19.0
647,E02001051,26800.0,6.7,66.3,16.2
648,E02001052,26500.0,6.5,70.0,24.6
649,E02001053,24500.0,10.3,40.6,12.1
650,E02001055,24800.0,7.4,26.8,12.2
651,E02001056,23700.0,8.8,45.6,10.3
652,E02001057,27000.0,6.5,47.7,29.6
653,E02001059,25000.0,8.2,32.4,19.7
654,E02001061,25300.0,7.8,50.7,15.0
655,E02001062,21800.0,6.3,41.1,28.0
656,E02001063,20200.0,3.9,81.9,35.0
657,E02001064,27000.0,8.7,38.7,18.1
658,E02001065,26400.0,7.7,49.1,15.3
659,E02001066,20800.0,5.3,116.8,24.7
660,E02001067,25000.0,9.5,64.5,16.4
661,E02001068,23300.0,10.0,83.6,20.9
662,E02001069,23800.0,6.3,144.2,28.6
663,E02001070,22300.0,3.2,83.0,25.3
664,E02001071,28400.0,6.8,101.2,23.4
665,E02001072,32600.0,5.8,83.2,46.5
666,E02001073,39500.0,3.4,72.0,55.7
667,E02001074,28900.0,6.4,61.6,29.4
668,E02001075,29900.0,6.7,74.0,32.7
669,E02001076,23300.0,2.3,90.4,20.4
670,E02001077,36500.0,3.7,56.8,55.1
671,E02001078,29100.0,4.6,64.0,29.6
672,E02001079,29800.0,5.9,53.1,26.3
673,E02001080,25700.0,3.2,95.1,27.4
674,E02001081,38700.0,2.7,28.6,55.6
675,E02001082,38300.0,4.4,75.1,57.2
676,E02001083,40200.0,3.8,56.4,62.5
677,E02001084,37300.0,4.0,61.8,42.7
678,E02001085,25900.0,7.6,61.7,17.9
679,E02001086,34500.0,5.4,31.2,44.8
680,E02001087,41000.0,2.5,46.2,64.3
681,E02001088,28400.0,7.2,55.1,21.2
682,E02001089,36700.0,3.1,29.5,45.3
683,E02001090,31000.0,4.0,17.5,34.4
684,E02001091,28600.0,5.4,44.0,23.5
685,E02001092,27100.0,5.7,30.3,17.6
686,E02001093,26900.0,7.3,47.7,18.7
687,E02001094,24500.0,8.8,57.6,10.6
688,E02001095,27900.0,6.6,28.8,13.7
689,E02001096,27700.0,6.0,23.0,14.4
690,E02001097,26100.0,7.0,9.6,13.1
691,E02006902,38300.0,4.4,44.7,52.1
692,E02006912,33300.0,1.5,108.3,48.4
693,E02006913,31200.0,6.3,43.1,35.6
694,E02006914,22100.0,2.7,158.2,33.4
695,E02006915,25200.0,7.1,52.4,23.4
696,E02006916,31400.0,5.1,97.3,52.2
697,E02006917,35800.0,2.0,73.5,67.5
698,E02001098,30500.0,3.0,15.8,21.1
699,E02001099,28900.0,4.3,38.6,19.0
700,E02001100,31500.0,3.7,9.6,24.2
701,E02001101,34300.0,3.4,19.0,25.9
702,E02001102,34700.0,3.8,37.1,21.1
703,E02001103,35400.0,2.3,1.6,38.6
704,E02001104,32200.0,5.3,18.1,20.0
705,E02001105,30300.0,3.3,23.4,20.3
706,E02001106,28100.0,4.6,23.2,18.7
707,E02001107,29100.0,4.9,24.7,19.2
708,E02001108,27400.0,8.3,39.1,11.0
709,E02001109,26200.0,6.6,47.2,14.1
710,E02001110,41700.0,2.7,5.7,40.5
711,E02001111,25700.0,10.6,42.2,8.9
712,E02001112,34200.0,3.0,16.3,25.1
713,E02001113,31600.0,8.8,60.9,10.1
714,E02001114,27400.0,5.0,46.7,17.1
715,E02001115,30800.0,4.5,41.6,21.3
716,E02001116,28900.0,7.4,61.4,14.7
717,E02001117,35200.0,2.4,2.2,37.7
718,E02001118,35400.0,2.8,21.9,32.2
719,E02001119,25000.0,7.0,65.9,11.4
720,E02001121,23100.0,8.5,65.3,13.3
721,E02001123,25900.0,7.1,20.7,14.6
722,E02001124,23500.0,6.9,65.0,10.7
723,E02001125,29000.0,4.4,33.6,15.6
724,E02001126,26000.0,8.1,43.6,11.3
725,E02001127,26000.0,8.0,48.1,11.1
726,E02001128,26900.0,4.8,44.8,13.5
727,E02001129,24900.0,5.8,38.7,12.9
728,E02001130,30300.0,3.4,11.2,16.9
729,E02001131,28100.0,3.9,49.5,14.3
730,E02006860,26100.0,7.1,88.3,16.0
731,E02001132,29300.0,4.8,6.3,23.9
732,E02001133,34700.0,3.1,5.0,26.4
733,E02001134,30900.0,2.9,3.4,29.3
734,E02001135,25300.0,7.6,50.3,10.5
735,E02001136,28000.0,4.3,25.9,22.9
736,E02001137,35300.0,3.0,2.2,31.5
737,E02001138,36400.0,2.8,24.6,33.8
738,E02001139,26700.0,7.4,54.4,13.2
739,E02001140,28400.0,6.4,40.1,17.7
740,E02001141,26200.0,10.2,42.3,14.4
741,E02001142,37000.0,2.3,21.0,38.0
742,E02001143,27400.0,7.3,53.1,14.9
743,E02001144,31500.0,4.9,17.2,20.8
744,E02001145,32300.0,3.3,4.3,23.6
745,E02001146,27400.0,7.0,64.9,15.9
746,E02001147,25700.0,8.7,21.0,16.5
747,E02001148,27100.0,5.4,17.9,17.2
748,E02001149,24400.0,7.8,42.3,11.4
749,E02001150,26800.0,7.3,18.5,13.0
750,E02001151,31000.0,4.7,11.9,20.3
751,E02001152,27900.0,7.2,13.3,17.0
752,E02001153,23900.0,8.2,23.5,11.7
753,E02001154,27500.0,5.6,47.5,14.6
754,E02001155,25800.0,6.4,22.9,17.5
755,E02001156,32800.0,3.8,34.9,25.0
756,E02001157,24000.0,8.4,40.3,9.2
757,E02001158,25500.0,7.8,51.4,10.9
758,E02001159,28300.0,6.6,20.6,16.8
759,E02001160,29700.0,8.2,27.0,15.4
760,E02001161,28600.0,4.8,23.0,18.3
761,E02001162,28400.0,5.2,36.6,15.3
762,E02001163,34100.0,3.8,29.7,25.3
763,E02001164,27000.0,6.2,17.2,14.8
764,E02001165,29000.0,4.4,31.6,17.5
765,E02001166,26100.0,4.6,56.8,21.8
766,E02001167,28100.0,5.3,34.9,23.8
767,E02001168,29800.0,4.9,36.1,19.0
768,E02001169,38000.0,2.2,9.3,35.7
769,E02001170,36300.0,2.5,15.2,38.6
770,E02001171,33800.0,2.6,55.3,20.8
771,E02001172,26100.0,7.5,87.6,16.3
772,E02001173,20000.0,5.8,27.3,13.7
773,E02001174,29700.0,3.1,55.1,26.6
774,E02001175,31500.0,5.4,47.7,18.0
775,E02001176,30200.0,4.2,43.5,30.9
776,E02001177,29600.0,4.8,36.5,23.3
777,E02001178,28600.0,4.6,43.4,41.2
778,E02001179,26600.0,5.4,72.3,19.3
779,E02001180,20900.0,8.7,72.2,14.7
780,E02001181,28500.0,6.9,20.5,12.5
781,E02001182,26000.0,7.3,53.1,14.4
782,E02001183,30600.0,5.6,33.4,16.6
783,E02001184,32500.0,5.4,46.4,41.1
784,E02001185,29900.0,5.0,11.6,15.3
785,E02001186,29600.0,4.2,7.7,15.8
786,E02001187,29300.0,4.4,64.9,16.9
787,E02001188,28700.0,5.7,50.2,17.7
788,E02001189,30100.0,3.6,37.0,22.1
789,E02001190,22900.0,11.3,37.1,7.7
790,E02001191,28900.0,3.3,30.3,23.3
791,E02001192,36300.0,3.6,48.4,43.6
792,E02001193,32100.0,5.1,31.9,20.9
793,E02001194,40000.0,3.0,33.8,47.2
794,E02001195,31000.0,3.7,16.8,18.5
795,E02001196,30000.0,3.6,10.5,30.9
796,E02001197,33700.0,3.7,35.7,36.4
797,E02001198,27600.0,5.0,20.3,20.0
798,E02001199,37000.0,2.9,38.3,46.6
799,E02001200,26200.0,9.3,27.7,14.1
800,E02001201,32200.0,3.9,36.9,19.8
801,E02001202,31000.0,5.5,53.6,25.2
802,E02001203,42100.0,2.2,3.6,50.0
803,E02001204,31800.0,3.8,46.4,25.4
804,E02001205,30000.0,5.0,47.9,19.8
805,E02001206,31800.0,2.4,19.4,33.0
806,E02001207,33900.0,3.0,20.5,24.5
807,E02001208,30900.0,3.8,27.8,28.1
808,E02001209,30500.0,4.5,60.0,29.3
809,E02001210,28700.0,4.9,47.1,16.4
810,E02001211,36000.0,3.1,31.6,40.5
811,E02001212,26600.0,7.2,46.3,14.1
812,E02001213,32900.0,3.1,40.6,32.8
813,E02001214,32000.0,3.3,27.2,37.7
814,E02001215,34100.0,2.7,10.0,34.5
815,E02001216,36200.0,2.4,29.1,37.1
816,E02001217,28400.0,4.5,39.2,23.6
817,E02001218,39100.0,3.0,19.0,42.9
818,E02001219,37400.0,2.3,27.6,33.5
819,E02001220,37100.0,3.0,32.3,34.7
820,E02001221,34000.0,2.1,32.6,33.1
821,E02001222,32500.0,3.5,27.6,29.4
822,E02001223,35900.0,2.4,19.8,44.9
823,E02001224,34800.0,2.5,8.6,30.9
824,E02001225,39500.0,2.7,29.0,39.0
825,E02001226,32300.0,3.3,29.4,26.8
826,E02001227,45100.0,1.8,33.4,44.6
827,E02001228,34000.0,2.1,7.4,45.7
828,E02001229,32800.0,3.8,19.7,29.9
829,E02001230,32900.0,3.3,10.3,23.7
830,E02001231,31100.0,4.8,9.9,21.8
831,E02001232,28200.0,6.3,55.1,15.6
832,E02001233,26300.0,5.1,33.7,14.7
833,E02001234,26100.0,6.3,59.6,13.7
834,E02001235,31100.0,5.0,40.4,21.2
835,E02001236,26200.0,7.7,42.7,13.6
836,E02001237,28500.0,5.5,4.8,18.5
837,E02001238,30600.0,4.4,34.2,15.4
838,E02001239,28600.0,4.9,48.4,12.6
839,E02001240,30300.0,4.4,55.2,13.8
840,E02001241,25300.0,7.7,30.7,13.1
841,E02001242,31400.0,3.2,21.7,19.7
842,E02001243,33100.0,3.9,16.8,27.6
843,E02001244,32900.0,3.1,33.2,19.1
844,E02001245,30000.0,5.4,31.1,16.7
845,E02001246,27600.0,5.1,44.5,12.7
846,E02001247,27100.0,5.1,40.3,15.5
847,E02001248,27400.0,6.1,37.7,14.2
848,E02001249,29900.0,5.0,44.1,14.7
849,E02001250,31400.0,3.6,16.8,21.6
850,E02001251,32700.0,3.4,7.3,28.3
851,E02001252,31600.0,2.8,30.1,18.9
852,E02001253,30300.0,4.2,16.2,15.2
853,E02001254,29800.0,5.0,42.5,12.6
854,E02001255,25200.0,7.9,19.1,7.7
855,E02001256,26400.0,6.1,45.3,13.8
856,E02001257,26100.0,5.8,35.5,14.3
857,E02001258,33300.0,3.0,12.5,25.0
858,E02001259,27800.0,7.9,61.2,27.0
859,E02001260,33300.0,3.1,11.4,23.3
860,E02001261,32400.0,5.5,40.1,24.3
861,E02001262,29000.0,4.5,53.7,29.8
862,E02001263,32300.0,2.4,23.2,30.8
863,E02001264,32200.0,4.6,21.3,22.7
864,E02001265,31500.0,3.5,23.5,23.5
865,E02001266,27000.0,4.9,20.5,22.5
866,E02001267,29600.0,3.8,28.5,30.7
867,E02001268,31000.0,2.6,36.7,28.3
868,E02001269,30400.0,5.3,34.3,31.8
869,E02001270,37000.0,2.9,42.5,41.7
870,E02001271,31500.0,4.1,28.2,25.2
871,E02001272,38800.0,2.6,36.4,40.6
872,E02001273,35100.0,2.7,54.2,48.6
873,E02001274,37500.0,2.4,40.1,41.1
874,E02001275,26800.0,6.8,7.2,11.4
875,E02001276,31700.0,4.6,34.6,25.9
876,E02001277,31900.0,5.2,32.0,26.3
877,E02001278,39100.0,2.8,55.7,37.4
878,E02001279,41100.0,2.3,49.7,39.0
879,E02001280,29200.0,4.2,46.9,24.7
880,E02001281,35700.0,2.5,30.7,36.9
881,E02001282,39500.0,3.0,53.6,43.3
882,E02001283,35900.0,3.2,4.4,45.2
883,E02001284,45400.0,2.3,40.2,57.6
884,E02001285,38300.0,2.6,20.2,53.1
885,E02001286,39300.0,2.0,11.7,46.8
886,E02001287,36100.0,2.8,11.9,28.8
887,E02001288,33000.0,3.5,12.6,32.7
888,E02001289,33900.0,3.1,13.5,28.7
889,E02001290,32600.0,3.6,4.3,26.3
890,E02001291,27900.0,5.7,31.2,14.1
891,E02001292,32100.0,3.8,34.4,33.0
892,E02001293,29900.0,3.6,10.4,19.5
893,E02001294,28200.0,5.1,45.8,22.2
894,E02001295,23700.0,8.1,58.3,10.0
895,E02001296,25500.0,10.6,28.8,7.0
896,E02001297,27800.0,4.8,18.2,13.8
897,E02001298,25200.0,8.7,16.6,9.4
898,E02001299,29900.0,4.3,19.6,18.2
899,E02001300,26400.0,5.3,49.5,12.4
900,E02001301,26700.0,7.1,26.8,13.7
901,E02001302,28300.0,4.9,44.3,13.7
902,E02001303,27400.0,8.3,38.6,12.6
903,E02001304,32600.0,2.7,12.0,28.2
904,E02001305,31100.0,3.3,32.0,18.5
905,E02001306,32400.0,3.5,26.4,16.6
906,E02001307,35100.0,2.4,19.0,24.8
907,E02001308,29200.0,4.2,27.7,18.2
908,E02001309,29000.0,4.4,16.4,20.2
909,E02001310,28600.0,6.4,14.1,13.1
910,E02001311,30700.0,5.4,22.7,18.9
911,E02001312,28700.0,5.6,10.4,15.2
912,E02001313,26000.0,6.7,30.5,13.8
913,E02001314,35900.0,3.4,38.0,24.8
914,E02001315,32800.0,3.2,4.5,24.1
915,E02001316,26900.0,7.1,55.8,15.4
916,E02001317,28000.0,5.4,23.0,19.1
917,E02001318,28300.0,5.0,18.5,18.4
918,E02001319,25700.0,6.6,17.1,11.5
919,E02001320,28500.0,5.4,26.2,15.8
920,E02001321,31400.0,3.6,15.6,20.6
921,E02001322,29600.0,3.6,38.1,23.1
922,E02001323,31100.0,4.5,20.5,26.5
923,E02001324,29000.0,4.8,30.6,17.1
924,E02001325,33800.0,2.5,8.5,28.1
925,E02001326,31700.0,3.0,12.7,25.9
926,E02005176,29400.0,3.2,41.6,21.8
927,E02005177,25100.0,5.6,41.6,18.7
928,E02005178,28700.0,8.7,34.2,11.8
929,E02005179,25700.0,5.3,22.0,16.1
930,E02005180,31000.0,3.0,12.0,26.6
931,E02005181,25900.0,5.0,47.5,15.6
932,E02005182,25300.0,7.0,36.3,13.4
933,E02005183,25700.0,4.6,21.5,17.9
934,E02005184,31900.0,2.0,0.9,29.4
935,E02005185,22400.0,8.8,29.8,11.6
936,E02005186,36900.0,2.9,2.4,25.0
937,E02006881,27000.0,5.7,29.0,19.9
938,E02005189,28800.0,6.0,36.6,19.6
939,E02005190,36400.0,2.1,1.4,37.6
940,E02005191,33700.0,2.2,15.6,33.0
941,E02005192,39100.0,2.3,3.9,39.5
942,E02005193,35700.0,2.1,9.3,31.8
943,E02005194,30000.0,3.8,17.1,24.1
944,E02005195,27800.0,1.9,2.3,27.7
945,E02005196,32100.0,3.4,18.1,33.0
946,E02005197,28100.0,4.8,23.8,17.6
947,E02005198,29600.0,4.3,24.9,22.4
948,E02005199,35600.0,1.9,2.7,29.4
949,E02005200,31100.0,5.0,32.5,23.2
950,E02005201,30500.0,3.5,8.5,19.8
951,E02005202,32200.0,2.8,3.6,29.3
952,E02005203,30600.0,2.5,1.2,27.5
953,E02005204,30600.0,2.8,8.0,27.6
954,E02005205,32800.0,3.1,1.6,26.9
955,E02005206,25900.0,3.7,13.9,23.8
956,E02005207,30600.0,2.5,13.1,30.3
957,E02005208,24600.0,5.1,36.1,30.3
958,E02005209,32700.0,2.5,4.6,24.8
959,E02005210,28700.0,2.5,24.5,36.2
960,E02005211,31700.0,3.0,14.2,36.6
961,E02005212,29200.0,3.9,8.9,21.8
962,E02005213,29900.0,3.4,9.6,21.9
963,E02005214,27800.0,4.1,5.8,20.6
964,E02005215,26500.0,5.3,29.6,16.3
965,E02005216,25600.0,6.4,16.7,15.9
966,E02005217,25700.0,7.4,53.9,10.8
967,E02005218,26600.0,4.1,43.2,17.6
968,E02005219,30100.0,3.9,9.6,23.8
969,E02005220,30600.0,2.7,3.4,22.3
970,E02005221,31400.0,2.5,1.9,31.0
971,E02005222,41400.0,1.5,0.2,40.6
972,E02005223,32400.0,1.7,4.7,33.1
973,E02005224,24600.0,2.6,29.2,26.4
974,E02005225,35500.0,2.0,1.2,36.9
975,E02005226,23400.0,6.7,55.5,15.3
976,E02005228,26500.0,4.4,51.2,15.3
977,E02005229,24300.0,7.4,88.4,16.1
978,E02005230,23800.0,4.4,22.0,14.4
979,E02005231,27700.0,4.9,49.2,20.3
980,E02005233,32500.0,3.1,17.4,32.9
981,E02005234,28300.0,3.3,57.1,39.3
982,E02005235,35600.0,1.9,90.7,32.7
983,E02005236,28200.0,3.5,4.9,21.9
984,E02005237,34300.0,2.9,12.9,39.2
985,E02005238,29900.0,2.9,46.8,31.0
986,E02005239,26000.0,1.0,0.8,24.7
987,E02006871,29400.0,3.6,32.8,22.3
988,E02005240,28800.0,4.0,13.0,18.5
989,E02005241,30600.0,3.3,2.9,18.5
990,E02005242,30600.0,3.4,2.9,22.2
991,E02005243,24100.0,4.9,29.6,16.5
992,E02005244,26500.0,5.6,15.7,16.2
993,E02005245,33800.0,2.2,1.4,30.2
994,E02005246,26600.0,5.3,13.7,16.7
995,E02005247,31800.0,2.0,2.1,34.7
996,E02005248,23500.0,7.3,42.2,10.6
997,E02005249,25500.0,7.5,71.7,11.6
998,E02005250,23100.0,7.0,55.1,16.2
999,E02005251,29600.0,4.5,8.7,19.6
1000,E02005252,26900.0,4.6,12.6,21.6
1001,E02005253,40200.0,1.7,1.0,35.9
1002,E02005254,39900.0,1.7,1.8,41.3
1003,E02005255,34400.0,2.0,38.8,35.3
1004,E02005256,34200.0,2.2,15.2,38.5
1005,E02005257,24400.0,6.4,39.3,18.6
1006,E02005258,31200.0,2.4,28.4,35.4
1007,E02005259,26100.0,5.1,36.9,16.2
1008,E02005260,30000.0,3.1,35.6,24.6
1009,E02005261,25200.0,8.3,16.3,10.7
1010,E02005262,34200.0,2.2,6.7,38.1
1011,E02005263,26100.0,5.2,54.9,18.3
1012,E02005264,24300.0,3.5,65.2,24.1
1013,E02005265,28400.0,4.3,41.4,22.5
1014,E02005266,24000.0,7.7,70.2,13.7
1015,E02005267,19100.0,4.9,88.4,13.5
1016,E02005268,26400.0,6.3,25.8,15.5
1017,E02005269,26000.0,5.5,50.5,26.6
1018,E02005270,34600.0,1.7,0.3,35.4
1019,E02005271,30100.0,2.5,10.9,33.5
1020,E02005272,28400.0,3.2,33.6,24.9
1021,E02005273,35900.0,1.7,0.4,33.2
1022,E02005274,35300.0,1.7,1.2,36.4
1023,E02005275,33400.0,2.2,4.5,25.2
1024,E02005276,36700.0,2.0,2.9,39.2
1025,E02005277,34100.0,1.6,2.2,39.8
1026,E02005278,36600.0,2.7,3.2,32.4
1027,E02005279,27000.0,4.5,6.6,23.0
1028,E02005280,28900.0,5.4,7.5,20.3
1029,E02005281,30400.0,5.0,13.4,25.1
1030,E02005284,30300.0,2.4,3.2,31.5
1031,E02005285,31300.0,2.6,2.7,33.3
1032,E02005286,31400.0,4.2,4.3,22.4
1033,E02006884,27400.0,5.0,8.1,20.5
1034,E02005287,36300.0,2.4,11.1,38.5
1035,E02005288,33300.0,2.3,2.4,28.6
1036,E02005289,36200.0,2.0,24.3,34.6
1037,E02005290,34600.0,2.4,15.7,31.2
1038,E02005291,33700.0,3.1,29.0,27.5
1039,E02005292,27400.0,4.1,29.2,21.7
1040,E02005293,28400.0,3.2,36.8,18.5
1041,E02005294,31300.0,3.0,15.3,20.1
1042,E02005295,32400.0,3.1,29.0,24.2
1043,E02005296,36400.0,2.0,5.6,33.9
1044,E02005297,36100.0,1.7,3.1,29.7
1045,E02005298,32800.0,2.9,8.0,22.7
1046,E02005299,31900.0,4.3,43.7,22.3
1047,E02005300,36700.0,3.2,9.8,27.1
1048,E02005301,28900.0,4.1,27.9,19.6
1049,E02005302,38100.0,2.3,22.7,31.9
1050,E02005303,27400.0,5.5,19.6,16.7
1051,E02005304,33500.0,2.2,3.2,27.7
1052,E02005305,30300.0,2.8,1.3,25.1
1053,E02005306,29300.0,2.7,0.7,26.9
1054,E02005307,32600.0,3.0,7.6,26.8
1055,E02005308,37000.0,1.7,2.1,41.5
1056,E02005309,33200.0,2.9,14.2,30.6
1057,E02005310,25300.0,2.1,29.8,25.3
1058,E02005311,33900.0,2.2,1.0,32.8
1059,E02005312,30700.0,3.5,15.0,21.8
1060,E02005313,27100.0,8.4,27.7,11.4
1061,E02005314,28100.0,5.1,17.1,15.0
1062,E02005315,33500.0,2.6,4.9,37.7
1063,E02005316,28000.0,8.0,24.8,14.3
1064,E02005317,25900.0,8.6,47.2,9.9
1065,E02005318,32400.0,3.4,5.0,28.2
1066,E02005319,24800.0,6.4,49.5,12.2
1067,E02005320,26400.0,3.9,41.0,14.8
1068,E02005321,25100.0,4.9,28.3,14.7
1069,E02005322,26900.0,2.5,3.4,21.7
1070,E02005323,26700.0,5.0,12.8,15.3
1071,E02005324,36300.0,1.8,0.6,33.9
1072,E02005325,31600.0,1.8,3.7,30.1
1073,E02005326,25500.0,3.9,44.1,17.1
1074,E02005327,32900.0,2.0,0.7,28.6
1075,E02005328,28900.0,2.3,34.1,23.9
1076,E02005329,26200.0,3.3,23.5,19.8
1077,E02005330,31900.0,2.0,16.1,27.3
1078,E02005331,30300.0,3.0,18.4,30.5
1079,E02005332,35100.0,2.1,17.7,30.6
1080,E02001327,24400.0,8.6,26.6,9.1
1081,E02001328,28000.0,4.2,47.4,18.0
1082,E02001329,22700.0,8.6,26.4,9.9
1083,E02001330,24000.0,7.8,32.9,12.4
1084,E02001331,24000.0,7.5,4.2,11.9
1085,E02001332,25000.0,8.2,39.3,10.4
1086,E02001333,24600.0,7.0,31.7,15.7
1087,E02001334,25100.0,10.3,48.0,7.0
1088,E02001335,30600.0,3.8,45.2,21.8
1089,E02001336,23600.0,9.7,22.2,8.4
1090,E02001337,26800.0,6.6,32.1,15.9
1091,E02001338,24900.0,6.8,53.8,12.9
1092,E02001339,26900.0,6.7,32.4,14.0
1093,E02001340,29900.0,4.1,50.7,20.8
1094,E02001341,24900.0,7.5,31.3,13.2
1095,E02001342,30200.0,3.5,21.3,24.1
1096,E02001343,32800.0,3.2,3.4,25.6
1097,E02001344,28100.0,5.8,21.0,18.4
1098,E02001345,30500.0,4.2,42.6,22.2
1099,E02001346,26200.0,8.1,22.9,14.4
1100,E02001347,26200.0,6.3,34.5,16.6
1101,E02001348,26800.0,6.1,65.1,18.1
1102,E02001349,29000.0,5.8,63.5,19.6
1103,E02001350,22900.0,7.5,27.6,13.6
1104,E02001351,22500.0,8.1,28.3,11.5
1105,E02001352,21700.0,8.3,67.3,13.1
1106,E02001353,31700.0,4.8,31.2,23.1
1107,E02001354,24900.0,7.6,45.5,11.4
1108,E02001355,23200.0,8.3,49.7,12.4
1109,E02001356,24500.0,10.6,63.7,10.7
1110,E02001357,23800.0,8.4,63.9,9.5
1111,E02001358,24900.0,9.3,117.5,10.4
1112,E02001359,28600.0,5.0,18.7,21.6
1113,E02001360,23700.0,9.1,36.0,9.6
1114,E02001361,25400.0,7.3,48.9,11.3
1115,E02001362,26200.0,6.0,53.4,15.4
1116,E02001363,26400.0,9.1,49.7,13.6
1117,E02001364,23000.0,9.8,55.0,9.4
1118,E02001365,24500.0,9.6,105.5,14.0
1119,E02001366,25900.0,8.6,59.2,16.8
1120,E02001367,29800.0,4.3,38.5,25.9
1121,E02001368,22500.0,9.4,20.1,11.5
1122,E02001369,24700.0,8.4,39.1,17.4
1123,E02001370,24600.0,12.3,63.5,8.8
1124,E02001371,25700.0,7.5,78.2,14.9
1125,E02001372,26100.0,6.8,33.9,18.5
1126,E02001373,27500.0,8.2,56.0,17.2
1127,E02001374,26400.0,10.8,40.2,20.2
1128,E02001375,24300.0,7.6,73.5,16.4
1129,E02001376,24300.0,10.0,107.4,16.9
1130,E02001377,17100.0,4.3,91.2,23.0
1131,E02001378,25900.0,6.3,57.8,21.2
1132,E02001380,32200.0,4.2,49.9,28.3
1133,E02001381,27600.0,7.8,75.9,23.2
1134,E02001382,35400.0,3.8,52.1,31.7
1135,E02001383,22500.0,8.1,87.3,32.6
1136,E02001384,24200.0,4.6,115.2,22.6
1137,E02001385,29700.0,13.0,103.4,19.7
1138,E02001386,23400.0,7.3,41.7,10.8
1139,E02001387,38500.0,3.1,48.6,46.0
1140,E02001388,29300.0,3.2,66.1,35.3
